UserID,total_courses_enrolled,enrollment_frequency,total_spending,avg_spending_per_course,preferred_category,category_diversity,preferred_level,avg_course_rating_enrolled,learning_depth_index,Age,Gender,preferred_category_enc,preferred_level_enc,gender_enc,Cluster,HC_Cluster
U00646,7,6,521.22,74.46000000000001,Data Science,5,Advanced,3.9,2.0,29,Female,3,0,0,1,0
U00647,5,5,405.05999999999995,81.01199999999999,Business,5,Advanced,2.94,1.0,26,Female,1,0,0,1,0
U00648,8,8,521.87,65.23375,Web Development,7,Beginner,4.2875,0.14285714285714285,19,Male,7,1,1,1,0
U00649,7,7,599.77,85.68142857142857,Business,5,Advanced,3.6285714285714286,1.5,32,Male,1,0,1,1,0
U00650,1,1,135.02,135.02,Data Science,1,Beginner,2.8,0.0,26,Female,3,1,0,0,1
U00651,3,3,230.52,76.84,Business,3,Intermediate,3.533333333333333,1.0,29,Male,1,2,1,0,2
U00652,5,5,501.36,100.272,Web Development,4,Beginner,4.18,0.5,16,Female,7,1,0,1,0
U00653,7,7,705.56,100.7942857142857,Finance,5,Intermediate,3.857142857142857,1.0,15,Male,5,2,1,1,2
U00654,6,6,538.57,89.76166666666667,Cybersecurity,4,Intermediate,4.05,2.0,24,Male,2,2,1,1,2
U00655,4,4,491.85,122.9625,Web Development,3,Advanced,3.425,2.0,33,Female,7,0,0,3,0
U00656,3,3,165.82999999999998,55.276666666666664,AI/ML,3,Beginner,3.466666666666667,0.0,31,Male,0,1,1,2,2
U00657,5,5,662.96,132.592,Finance,4,Advanced,3.9,0.6666666666666666,23,Male,5,0,1,1,2
U00658,5,5,439.28,87.856,Data Science,4,Advanced,3.6,0.6666666666666666,23,Female,3,0,0,1,0
U00659,8,7,784.59,98.07375,Data Science,5,Intermediate,3.6375,0.6666666666666666,33,Male,3,2,1,1,2
U00660,4,4,275.09,68.7725,Cybersecurity,3,Beginner,3.675,0.0,22,Male,2,1,1,0,2
U00661,7,7,594.4200000000001,84.91714285714286,AI/ML,4,Beginner,4.185714285714286,0.25,23,Female,0,1,0,1,0
U00662,8,8,687.43,85.92875,Design,4,Beginner,3.5,0.2,30,Female,4,1,0,1,0
U00663,5,5,483.75,96.75,Data Science,2,Intermediate,3.9799999999999995,2.0,35,Male,3,2,1,0,2
U00664,5,5,285.79,57.158,Business,5,Intermediate,3.78,2.0,17,Male,1,2,1,1,2
U00665,4,4,291.21000000000004,72.80250000000001,Business,3,Intermediate,4.0249999999999995,0.5,35,Male,1,2,1,0,2
U00666,4,4,438.64,109.66,AI/ML,4,Advanced,4.125,1.0,30,Female,0,0,0,3,0
U00667,2,2,185.98000000000002,92.99000000000001,AI/ML,2,Advanced,3.15,2.0,18,Female,0,0,0,3,3
U00668,5,5,535.4100000000001,107.08200000000002,Web Development,4,Advanced,3.5799999999999996,1.5,34,Female,7,0,0,1,0
U00669,2,2,161.75,80.875,Business,2,Beginner,4.5,0.0,20,Female,1,1,0,2,1
U00670,4,4,525.6600000000001,131.41500000000002,Cybersecurity,3,Advanced,4.375,2.0,17,Male,2,0,1,3,2
U00671,3,3,448.08,149.35999999999999,Marketing,2,Advanced,3.5,0.5,18,Female,6,0,0,3,0
U00672,3,3,247.91,82.63666666666667,Cybersecurity,3,Intermediate,4.3,0.0,15,Male,2,2,1,0,2
U00673,4,4,514.65,128.6625,AI/ML,4,Advanced,3.725,0.6666666666666666,24,Female,0,0,0,3,0
U00674,1,1,71.58,71.58,Web Development,1,Beginner,2.6,0.0,21,Male,7,1,1,2,1
U00675,4,4,200.57,50.1425,Web Development,3,Beginner,3.8499999999999996,0.3333333333333333,20,Female,7,1,0,2,0
U00676,6,6,557.19,92.86500000000001,Business,5,Advanced,2.966666666666667,0.75,32,Male,1,0,1,1,2
U00677,3,3,384.83,128.27666666666667,Marketing,2,Beginner,4.766666666666667,0.3333333333333333,35,Female,6,1,0,0,0
U00678,2,2,181.36,90.68,Cybersecurity,2,Intermediate,4.2,0.0,33,Female,2,2,0,0,0
U00679,4,4,367.74,91.935,Business,4,Advanced,2.8000000000000003,1.5,28,Male,1,0,1,3,3
U00680,3,3,321.76,107.25333333333333,AI/ML,3,Advanced,3.4666666666666663,2.0,35,Female,0,0,0,3,3
U00681,2,2,249.95,124.975,Data Science,2,Beginner,3.9,0.0,32,Male,3,1,1,0,1
U00682,4,4,401.54999999999995,100.38749999999999,Business,4,Advanced,3.525,1.5,33,Male,1,0,1,3,2
U00683,3,3,252.9,84.3,Business,3,Advanced,4.066666666666666,0.5,20,Female,1,0,0,2,1
U00684,5,5,352.01,70.402,Cybersecurity,5,Beginner,3.66,0.2,28,Female,2,1,0,1,0
U00685,3,3,293.88,97.96,AI/ML,3,Advanced,4.533333333333334,0.5,29,Female,0,0,0,3,1
U00686,3,3,286.17999999999995,95.39333333333332,Design,2,Advanced,3.5666666666666664,0.5,35,Female,4,0,0,3,1
U00687,2,2,132.6,66.3,Data Science,1,Advanced,3.4499999999999997,0.5,29,Female,3,0,0,2,1
U00688,3,3,523.29,174.42999999999998,Business,3,Intermediate,4.066666666666666,1.0,30,Female,1,2,0,0,0
U00689,1,1,164.46,164.46,Marketing,1,Intermediate,4.8,0.0,19,Female,6,2,0,0,1
U00690,5,5,561.59,112.31800000000001,AI/ML,3,Advanced,3.62,1.5,29,Female,0,0,0,3,0
U00691,4,4,321.9,80.475,AI/ML,4,Beginner,4.15,0.3333333333333333,16,Female,0,1,0,0,0
U00692,4,4,500.59000000000003,125.14750000000001,Business,4,Advanced,4.075,4.0,27,Male,1,0,1,3,3
U00693,3,3,381.98,127.32666666666667,AI/ML,3,Advanced,3.1333333333333333,1.0,35,Female,0,0,0,3,0
U00694,6,6,458.21,76.36833333333333,Design,4,Intermediate,4.283333333333333,1.0,33,Female,4,2,0,1,0
U00695,3,3,193.54000000000002,64.51333333333334,Data Science,2,Advanced,4.8,1.0,31,Female,3,0,0,2,1
U00696,2,2,151.49,75.745,Marketing,2,Advanced,3.75,2.0,25,Male,6,0,1,2,3
U00697,4,4,371.64,92.91,AI/ML,4,Beginner,4.225,0.0,32,Female,0,1,0,0,0
U00698,2,2,194.91000000000003,97.45500000000001,Data Science,2,Beginner,4.15,0.0,32,Female,3,1,0,2,0
U00699,2,2,132.38,66.19,Business,2,Advanced,4.4,0.5,20,Male,1,0,1,2,1
U00700,3,3,401.99,133.99666666666667,Design,2,Intermediate,3.6666666666666665,0.0,25,Male,4,2,1,0,2
U00701,4,4,479.7,119.925,Design,3,Advanced,4.15,1.0,32,Male,4,0,1,3,2
U00702,5,5,513.62,102.724,Cybersecurity,5,Advanced,3.7,1.0,22,Female,2,0,0,1,0
U00703,2,2,272.94000000000005,136.47000000000003,AI/ML,2,Advanced,3.3,1.0,32,Female,0,0,0,3,1
U00704,5,5,636.02,127.204,Data Science,4,Beginner,3.34,0.3333333333333333,30,Male,3,1,1,1,2
U00705,4,4,390.05,97.5125,AI/ML,4,Intermediate,3.6,0.0,15,Male,0,2,1,0,2
U00706,3,3,351.7,117.23333333333333,Marketing,2,Advanced,3.6666666666666665,0.5,21,Male,6,0,1,3,1
U00707,3,3,356.11,118.70333333333333,Design,3,Advanced,4.233333333333333,2.0,29,Male,4,0,1,3,3
U00708,3,3,239.13,79.71,Cybersecurity,3,Intermediate,3.5,0.0,29,Female,2,2,0,0,1
U00709,2,2,245.81,122.905,Cybersecurity,2,Advanced,3.1,2.0,23,Female,2,0,0,3,3
U00710,5,5,396.2,79.24,Business,5,Beginner,3.9,0.5,19,Male,1,1,1,1,2
U00711,3,3,495.76,165.25333333333333,Business,3,Beginner,3.866666666666667,0.0,27,Male,1,1,1,0,2
U00712,3,3,94.88000000000001,31.62666666666667,Design,3,Advanced,2.8333333333333335,0.5,27,Female,4,0,0,2,1
U00713,4,4,210.86,52.715,Web Development,3,Advanced,4.725,1.5,17,Female,7,0,0,2,0
U00714,1,1,44.02,44.02,Data Science,1,Beginner,2.9,0.0,25,Male,3,1,1,2,1
U00715,4,4,338.12,84.53,Marketing,3,Intermediate,3.9000000000000004,0.5,25,Female,6,2,0,0,0
U00716,5,5,491.24,98.248,Data Science,4,Advanced,3.84,1.5,29,Male,3,0,1,3,2
U00717,6,6,602.4,100.39999999999999,Design,5,Beginner,3.8833333333333333,0.25,34,Female,4,1,0,1,0
U00718,5,5,401.5,80.3,AI/ML,3,Advanced,3.56,1.5,27,Female,0,0,0,3,0
U00719,3,3,362.5,120.83333333333333,Design,2,Intermediate,3.5,0.0,25,Female,4,2,0,0,0
U00720,3,3,374.09000000000003,124.69666666666667,Cybersecurity,3,Beginner,3.0,0.0,17,Female,2,1,0,0,0
U00721,5,5,681.86,136.372,Web Development,4,Intermediate,3.18,0.0,20,Female,7,2,0,1,0
U00722,2,2,200.98000000000002,100.49000000000001,Business,2,Advanced,3.45,0.5,16,Female,1,0,0,2,1
U00723,7,7,530.13,75.73285714285714,AI/ML,6,Beginner,4.1000000000000005,0.4,35,Male,0,1,1,1,2
U00724,2,2,273.94,136.97,Design,1,Advanced,3.75,2.0,16,Female,4,0,0,3,1
U00725,5,5,494.01,98.80199999999999,Marketing,4,Advanced,3.94,1.0,28,Female,6,0,0,1,0
U00726,3,3,106.63000000000001,35.54333333333334,Cybersecurity,3,Intermediate,3.9333333333333336,1.0,26,Female,2,2,0,2,1
U00727,6,6,688.83,114.805,Marketing,5,Beginner,3.5833333333333335,0.5,33,Female,6,1,0,1,0
U00728,4,4,445.28,111.32,Data Science,3,Beginner,3.225,0.25,17,Male,3,1,1,0,2
U00729,3,3,316.13,105.37666666666667,Business,3,Advanced,3.6,1.0,30,Male,1,0,1,3,2
U00730,4,4,341.55,85.3875,Business,4,Advanced,4.15,1.0,30,Male,1,0,1,3,2
U00731,2,2,244.92000000000002,122.46000000000001,Web Development,1,Advanced,3.0,2.0,16,Male,7,0,1,3,3
U00732,2,2,150.7,75.35,Design,1,Advanced,2.8,0.5,22,Male,4,0,1,2,1
U00733,4,4,490.53,122.6325,Marketing,3,Intermediate,3.2249999999999996,0.0,28,Female,6,2,0,0,0
U00734,3,3,244.27,81.42333333333333,Cybersecurity,3,Advanced,4.466666666666666,2.0,20,Male,2,0,1,3,2
U00735,5,5,301.65999999999997,60.331999999999994,Data Science,3,Beginner,3.4,0.3333333333333333,17,Male,3,1,1,0,2
U00736,5,5,212.23000000000002,42.446000000000005,Finance,3,Intermediate,3.9,0.5,19,Female,5,2,0,0,0
U00737,2,2,214.17000000000002,107.08500000000001,Cybersecurity,2,Advanced,4.05,1.0,18,Male,2,0,1,2,2
U00738,5,5,601.25,120.25,Web Development,4,Advanced,3.5199999999999996,0.6666666666666666,29,Female,7,0,0,1,0
U00739,4,4,596.58,149.145,Business,4,Beginner,4.1,0.25,25,Female,1,1,0,0,0
U00740,8,8,869.5699999999999,108.69624999999999,Design,5,Advanced,3.5125,1.3333333333333333,34,Female,4,0,0,1,0
U00741,5,5,671.8199999999999,134.36399999999998,Design,4,Beginner,3.7600000000000002,0.3333333333333333,33,Female,4,1,0,1,0
U00742,6,6,733.5,122.25,Web Development,5,Intermediate,3.35,0.3333333333333333,29,Male,7,2,1,1,2
U00743,4,4,309.23,77.3075,Marketing,3,Beginner,4.425,0.0,19,Male,6,1,1,2,2
U00744,5,5,593.34,118.668,Design,4,Advanced,3.2600000000000002,1.0,15,Male,4,0,1,1,2
U00745,2,2,199.29000000000002,99.64500000000001,AI/ML,2,Beginner,4.6,0.0,29,Female,0,1,0,2,1
U00746,3,3,485.72,161.90666666666667,Design,3,Beginner,3.733333333333333,0.0,28,Male,4,1,1,0,2
U00747,3,3,319.84,106.61333333333333,AI/ML,3,Beginner,4.366666666666667,0.0,28,Female,0,1,0,0,0
U00748,2,2,159.76,79.88,AI/ML,2,Beginner,3.35,0.0,30,Female,0,1,0,2,1
U00749,4,4,460.67,115.1675,Business,4,Advanced,3.5749999999999997,1.0,18,Male,1,0,1,3,2
U00750,4,4,328.46000000000004,82.11500000000001,AI/ML,4,Beginner,3.8,0.25,23,Female,0,1,0,0,0
U00751,5,5,375.28000000000003,75.05600000000001,Business,4,Intermediate,3.7399999999999998,0.5,19,Male,1,2,1,0,2
U00752,5,5,759.02,151.804,Web Development,4,Intermediate,3.78,0.5,30,Male,7,2,1,1,2
U00753,4,4,362.59,90.6475,Business,4,Advanced,3.2,0.6666666666666666,28,Male,1,0,1,3,2
U00754,4,4,436.68,109.17,Business,4,Beginner,3.5500000000000003,0.3333333333333333,33,Male,1,1,1,0,2
U00755,2,2,223.07,111.535,Marketing,1,Beginner,3.75,0.0,31,Male,6,1,1,2,2
U00756,5,5,487.90999999999997,97.582,AI/ML,5,Intermediate,3.62,0.0,33,Female,0,2,0,0,0
U00757,4,4,341.24,85.31,Marketing,3,Intermediate,3.75,0.5,22,Female,6,2,0,0,0
U00758,4,4,536.27,134.0675,Business,4,Advanced,3.6750000000000003,1.0,16,Male,1,0,1,3,2
U00759,4,4,304.4,76.1,Web Development,3,Beginner,4.2,0.3333333333333333,22,Male,7,1,1,2,1
U00760,4,4,347.99,86.9975,Marketing,3,Beginner,3.95,0.3333333333333333,21,Female,6,1,0,0,0
U00761,3,3,398.02,132.67333333333332,AI/ML,3,Advanced,3.4,0.5,31,Male,0,0,1,3,2
U00762,4,4,417.86,104.465,AI/ML,3,Intermediate,3.85,1.0,22,Female,0,2,0,0,0
U00763,4,4,223.22,55.805,Design,3,Intermediate,3.75,1.0,16,Male,4,2,1,0,2
U00764,5,5,356.32,71.264,Marketing,3,Advanced,4.12,1.0,18,Male,6,0,1,3,1
U00765,3,3,267.73,89.24333333333334,Business,3,Beginner,4.133333333333334,0.3333333333333333,31,Female,1,1,0,0,1
U00766,2,2,208.82999999999998,104.41499999999999,Cybersecurity,2,Advanced,3.75,2.0,31,Female,2,0,0,3,3
U00767,3,3,228.46,76.15333333333334,Marketing,2,Beginner,3.5,0.0,16,Female,6,1,0,2,0
U00768,4,4,269.28,67.32,Cybersecurity,3,Intermediate,3.475,0.0,19,Male,2,2,1,0,2
U00769,5,5,448.70000000000005,89.74000000000001,AI/ML,5,Beginner,3.3600000000000003,0.25,16,Female,0,1,0,1,0
U00770,7,7,626.41,89.48714285714286,Design,5,Beginner,3.5285714285714285,0.2,29,Male,4,1,1,1,0
U00771,2,2,263.44,131.72,Cybersecurity,2,Advanced,3.25,0.5,18,Male,2,0,1,3,1
U00772,5,5,394.0,78.8,AI/ML,3,Advanced,3.44,1.0,24,Female,0,0,0,3,0
U00773,4,4,361.78999999999996,90.44749999999999,AI/ML,4,Advanced,3.35,4.0,25,Female,0,0,0,3,0
U00774,5,5,581.84,116.36800000000001,AI/ML,5,Beginner,4.1,0.3333333333333333,27,Male,0,1,1,1,2
U00775,7,7,1016.0,145.14285714285714,AI/ML,5,Beginner,3.6999999999999997,0.3333333333333333,29,Female,0,1,0,1,0
U00776,3,3,438.73,146.24333333333334,Marketing,2,Intermediate,2.966666666666667,0.0,26,Female,6,2,0,0,0
U00777,3,3,298.54,99.51333333333334,Cybersecurity,2,Intermediate,3.466666666666667,0.0,29,Male,2,2,1,0,2
U00778,5,5,517.96,103.59200000000001,AI/ML,5,Intermediate,3.16,0.5,33,Male,0,2,1,1,2
U00779,3,3,278.12,92.70666666666666,Marketing,2,Beginner,3.6666666666666665,0.3333333333333333,24,Female,6,1,0,2,0
U00780,4,4,588.5699999999999,147.14249999999998,Data Science,4,Intermediate,3.875,0.5,32,Female,3,2,0,0,0
U00781,6,6,303.75,50.625,Cybersecurity,4,Beginner,3.35,0.25,18,Female,2,1,0,1,0
U00782,2,2,81.16,40.58,Marketing,2,Beginner,3.25,0.0,25,Male,6,1,1,2,1
U00783,4,3,292.65999999999997,73.16499999999999,Marketing,2,Advanced,4.425,3.0,35,Female,6,0,0,3,3
U00784,3,3,175.57999999999998,58.526666666666664,Design,1,Beginner,3.1999999999999997,0.3333333333333333,22,Female,4,1,0,2,1
U00785,5,5,673.0,134.6,Cybersecurity,4,Advanced,3.12,0.6666666666666666,17,Female,2,0,0,1,0
U00786,5,5,261.63,52.326,Data Science,4,Beginner,3.4799999999999995,0.25,32,Female,3,1,0,0,0
U00787,4,4,419.01,104.7525,Business,4,Advanced,4.5,3.0,29,Female,1,0,0,3,3
U00788,5,5,668.5699999999999,133.714,Design,2,Beginner,4.18,0.25,24,Male,4,1,1,0,2
U00789,4,4,296.8,74.2,Cybersecurity,3,Advanced,3.85,2.0,17,Female,2,0,0,3,3
U00790,3,3,333.38,111.12666666666667,Business,3,Intermediate,3.466666666666667,0.0,16,Female,1,2,0,0,0
U00791,3,3,218.99,72.99666666666667,Finance,3,Advanced,3.8333333333333335,3.0,34,Female,5,0,0,3,3
U00792,7,7,274.49,39.212857142857146,Design,6,Intermediate,3.9714285714285715,0.6666666666666666,20,Male,4,2,1,1,2
U00793,4,4,374.12,93.53,Data Science,3,Intermediate,3.625,0.5,19,Male,3,2,1,0,2
U00794,3,3,243.83999999999997,81.27999999999999,AI/ML,3,Advanced,4.033333333333333,1.0,23,Female,0,0,0,3,0
U00795,6,6,518.49,86.415,Design,5,Intermediate,3.8833333333333333,0.3333333333333333,34,Female,4,2,0,1,0
U00796,6,6,936.51,156.085,Design,4,Advanced,3.8333333333333335,1.0,22,Female,4,0,0,1,0
U00797,3,3,421.2,140.4,Data Science,3,Advanced,3.7999999999999994,0.5,20,Male,3,0,1,3,2
U00798,8,8,767.13,95.89125,Cybersecurity,6,Advanced,3.4875,1.0,19,Female,2,0,0,1,0
U00799,3,3,302.94,100.98,AI/ML,3,Advanced,4.266666666666667,0.5,26,Female,0,0,0,3,1
U00800,3,3,432.65,144.21666666666667,Web Development,2,Advanced,3.233333333333333,0.5,29,Female,7,0,0,3,1
U00801,4,4,318.65,79.6625,Cybersecurity,3,Advanced,4.175,1.0,32,Female,2,0,0,3,1
U00802,1,1,146.1,146.1,Design,1,Beginner,4.2,0.0,31,Male,4,1,1,2,1
U00803,3,3,293.44,97.81333333333333,AI/ML,3,Beginner,3.6333333333333333,0.0,26,Male,0,1,1,0,2
U00804,4,4,375.68,93.92,Data Science,4,Beginner,3.525,0.25,24,Female,3,1,0,0,0
U00805,3,3,316.63,105.54333333333334,Cybersecurity,3,Beginner,3.466666666666667,0.0,18,Female,2,1,0,0,0
U00806,6,6,599.73,99.955,AI/ML,6,Intermediate,4.066666666666666,0.3333333333333333,27,Male,0,2,1,1,2
U00807,8,8,851.87,106.48375,Finance,6,Beginner,3.8375,0.6,35,Female,5,1,0,1,0
U00808,2,2,113.08,56.54,Business,2,Beginner,3.75,0.0,27,Female,1,1,0,2,1
U00809,4,4,269.35,67.3375,Design,3,Beginner,3.95,0.0,24,Male,4,1,1,2,2
U00810,1,1,20.51,20.51,Data Science,1,Beginner,4.1,0.0,28,Male,3,1,1,2,1
U00811,6,6,612.6999999999999,102.11666666666666,Web Development,5,Beginner,3.283333333333333,0.25,25,Female,7,1,0,1,0
U00812,7,7,682.69,97.52714285714286,AI/ML,4,Beginner,4.285714285714286,0.5,24,Female,0,1,0,1,0
U00813,3,3,395.7,131.9,AI/ML,3,Advanced,4.2,3.0,33,Male,0,0,1,3,2
U00814,5,5,584.5,116.9,Business,4,Advanced,4.0600000000000005,1.5,21,Female,1,0,0,1,0
U00815,2,2,237.52,118.76,Design,2,Advanced,3.2,1.0,17,Male,4,0,1,3,1
U00816,3,3,375.8,125.26666666666667,AI/ML,3,Beginner,3.866666666666667,0.3333333333333333,34,Male,0,1,1,0,2
U00817,4,4,561.44,140.36,AI/ML,4,Advanced,3.325,1.0,35,Female,0,0,0,3,0
U00818,3,3,478.12,159.37333333333333,Design,3,Beginner,3.466666666666667,0.3333333333333333,20,Female,4,1,0,0,0
U00819,3,3,271.69,90.56333333333333,Cybersecurity,3,Advanced,3.5666666666666664,1.0,28,Female,2,0,0,3,0
U00820,5,5,278.13,55.626,Marketing,3,Advanced,3.7,1.0,31,Female,6,0,0,3,1
U00821,5,5,436.36,87.272,Cybersecurity,4,Advanced,3.9200000000000004,1.0,23,Male,2,0,1,3,2
U00822,4,4,426.32000000000005,106.58000000000001,Business,4,Intermediate,4.15,0.0,35,Female,1,2,0,0,0
U00823,1,1,100.66,100.66,Finance,1,Beginner,4.0,0.0,22,Male,5,1,1,2,2
U00824,1,1,189.65,189.65,Design,1,Advanced,2.9,1.0,27,Male,4,0,1,3,1
U00825,4,4,598.29,149.5725,AI/ML,4,Advanced,3.0,2.0,26,Male,0,0,1,3,2
U00826,7,7,834.98,119.28285714285714,Marketing,4,Intermediate,3.342857142857143,0.3333333333333333,16,Male,6,2,1,1,2
U00827,2,2,78.15,39.075,Data Science,2,Advanced,4.7,2.0,26,Female,3,0,0,2,1
U00828,3,3,284.65,94.88333333333333,Data Science,3,Advanced,4.166666666666667,0.5,25,Male,3,0,1,2,1
U00829,1,1,195.33,195.33,Web Development,1,Intermediate,4.1,0.0,22,Male,7,2,1,0,1
U00830,4,4,270.72,67.68,Cybersecurity,4,Intermediate,3.7,0.5,26,Female,2,2,0,0,0
U00831,3,3,226.99,75.66333333333334,Design,2,Beginner,3.3333333333333335,0.0,18,Male,4,1,1,2,1
U00832,5,5,735.85,147.17000000000002,Cybersecurity,4,Advanced,3.4799999999999995,1.0,20,Female,2,0,0,1,0
U00833,3,3,455.71000000000004,151.90333333333334,Finance,2,Beginner,4.166666666666667,0.0,32,Female,5,1,0,0,0
U00834,5,5,403.15,80.63,Business,5,Advanced,3.8600000000000003,3.0,30,Male,1,0,1,3,3
U00835,8,8,732.78,91.5975,Design,4,Advanced,3.9625,2.5,33,Female,4,0,0,1,0
U00836,4,4,467.28000000000003,116.82000000000001,Cybersecurity,4,Advanced,3.65,1.0,29,Female,2,0,0,3,0
U00837,6,5,369.85,61.64166666666667,Marketing,5,Advanced,4.1499999999999995,1.5,28,Male,6,0,1,1,2
U00838,4,4,385.65000000000003,96.41250000000001,Design,4,Intermediate,4.225,0.5,25,Female,4,2,0,0,0
U00839,4,4,480.89,120.2225,AI/ML,4,Advanced,4.4,1.0,33,Male,0,0,1,3,2
U00840,8,8,786.39,98.29875,Design,6,Beginner,3.5875,0.6,18,Male,4,1,1,1,0
U00841,7,7,749.1400000000001,107.02000000000001,Design,4,Advanced,3.057142857142857,2.5,29,Female,4,0,0,1,0
U00842,3,3,303.96000000000004,101.32000000000001,Design,3,Beginner,3.8333333333333335,0.0,21,Female,4,1,0,0,0
U00843,2,2,260.35,130.175,Design,2,Beginner,2.7,0.0,21,Male,4,1,1,0,1
U00844,1,1,15.56,15.56,Business,1,Advanced,4.5,1.0,26,Male,1,0,1,2,1
U00845,4,4,520.86,130.215,Business,3,Intermediate,3.3,0.5,25,Female,1,2,0,0,0
U00846,4,4,516.7099999999999,129.17749999999998,Web Development,3,Advanced,3.85,1.0,16,Male,7,0,1,3,2
U00847,5,5,737.94,147.58800000000002,Cybersecurity,4,Intermediate,3.5199999999999996,0.0,23,Male,2,2,1,1,2
U00848,1,1,163.81,163.81,Marketing,1,Beginner,3.3,0.0,28,Male,6,1,1,0,2
U00849,2,2,153.25,76.625,AI/ML,2,Advanced,4.0,1.0,20,Male,0,0,1,2,2
U00850,4,4,235.98000000000002,58.995000000000005,Data Science,3,Advanced,4.025,0.6666666666666666,26,Male,3,0,1,2,1
U00851,5,5,485.07,97.014,Finance,4,Beginner,3.28,0.3333333333333333,21,Male,5,1,1,1,2
U00852,5,5,441.59,88.318,AI/ML,5,Beginner,4.08,0.3333333333333333,23,Male,0,1,1,1,2
U00853,4,4,355.45000000000005,88.86250000000001,Business,4,Beginner,3.975,0.0,24,Male,1,1,1,0,2
U00854,6,6,624.69,104.11500000000001,Data Science,4,Advanced,3.5833333333333335,1.5,28,Male,3,0,1,1,0
U00855,8,8,674.88,84.36,Cybersecurity,5,Intermediate,3.4875,1.5,15,Female,2,2,0,1,0
U00856,5,5,374.43,74.886,Cybersecurity,4,Advanced,3.2,0.6666666666666666,21,Female,2,0,0,3,0
U00857,8,8,786.99,98.37375,Cybersecurity,6,Beginner,3.525,0.5,15,Male,2,1,1,1,0
U00858,8,8,728.15,91.01875,Marketing,5,Advanced,4.0875,0.8,20,Male,6,0,1,1,0
U00859,6,6,783.73,130.62166666666667,Finance,5,Beginner,3.8000000000000003,0.0,22,Male,5,1,1,1,2
U00860,2,2,145.76,72.88,Cybersecurity,2,Beginner,4.35,0.0,23,Female,2,1,0,2,1
U00861,4,4,449.88,112.47,Design,4,Advanced,4.525,1.0,22,Female,4,0,0,3,1
U00862,3,3,287.69,95.89666666666666,Business,3,Intermediate,4.033333333333334,0.0,18,Female,1,2,0,0,1
U00863,7,7,629.78,89.96857142857142,Cybersecurity,4,Beginner,2.9857142857142853,0.5,23,Female,2,1,0,1,0
U00864,3,3,461.08000000000004,153.69333333333336,Data Science,3,Intermediate,3.533333333333333,1.0,22,Female,3,2,0,0,0
U00865,3,3,283.46000000000004,94.48666666666668,AI/ML,3,Beginner,4.3999999999999995,0.3333333333333333,27,Male,0,1,1,2,2
U00866,5,5,365.27,73.054,Design,4,Advanced,3.6799999999999997,0.6666666666666666,30,Male,4,0,1,1,2
U00867,4,4,463.61,115.9025,Business,4,Advanced,3.325,1.0,30,Male,1,0,1,3,2
U00868,5,5,537.32,107.46400000000001,AI/ML,4,Intermediate,3.5199999999999996,0.5,16,Female,0,2,0,0,0
U00869,2,2,233.51,116.755,Data Science,2,Beginner,4.699999999999999,0.0,19,Male,3,1,1,2,2
U00870,3,3,247.88,82.62666666666667,Design,2,Advanced,3.6666666666666665,3.0,22,Male,4,0,1,3,3
U00871,1,1,13.89,13.89,AI/ML,1,Intermediate,4.3,0.0,26,Male,0,2,1,2,1
U00872,2,2,135.0,67.5,Data Science,2,Beginner,3.05,0.0,27,Male,3,1,1,2,1
U00873,4,4,520.4100000000001,130.10250000000002,AI/ML,4,Beginner,3.15,0.0,28,Male,0,1,1,0,2
U00874,7,6,1035.11,147.87285714285713,Web Development,6,Beginner,3.542857142857143,0.4,25,Male,7,1,1,1,0
U00875,1,1,15.01,15.01,Design,1,Beginner,4.6,0.0,23,Male,4,1,1,2,1
U00876,3,3,176.01999999999998,58.673333333333325,Cybersecurity,3,Intermediate,3.1999999999999997,1.0,27,Male,2,2,1,0,2
U00877,6,6,580.74,96.79,AI/ML,6,Intermediate,3.716666666666667,0.5,35,Male,0,2,1,1,2
U00878,5,5,456.65,91.33,Business,4,Intermediate,3.78,0.5,31,Male,1,2,1,0,2
U00879,2,2,254.89,127.445,Cybersecurity,2,Advanced,3.95,2.0,18,Female,2,0,0,3,1
U00880,3,3,142.01,47.336666666666666,Design,1,Advanced,4.3999999999999995,0.5,15,Male,4,0,1,2,1
U00881,4,4,313.32000000000005,78.33000000000001,AI/ML,4,Intermediate,3.5,0.5,34,Female,0,2,0,0,0
U00882,2,2,85.52,42.76,Data Science,2,Advanced,4.2,0.5,34,Female,3,0,0,2,1
U00883,1,1,90.53,90.53,Marketing,1,Beginner,4.6,0.0,27,Female,6,1,0,2,1
U00884,3,3,209.6,69.86666666666666,Design,2,Advanced,3.466666666666667,0.5,19,Male,4,0,1,2,1
U00885,3,3,195.83,65.27666666666667,AI/ML,3,Beginner,4.266666666666667,0.0,28,Female,0,1,0,2,1
U00886,4,4,374.04,93.51,AI/ML,4,Intermediate,3.45,0.0,22,Female,0,2,0,0,1
U00887,4,4,307.55,76.8875,AI/ML,4,Intermediate,3.225,1.0,17,Male,0,2,1,0,2
U00888,5,4,518.92,103.78399999999999,Data Science,4,Beginner,3.94,0.0,15,Male,3,1,1,1,2
U00889,5,5,504.84,100.96799999999999,AI/ML,5,Beginner,3.2600000000000002,0.3333333333333333,31,Female,0,1,0,1,0
U00890,8,8,878.18,109.7725,Design,6,Beginner,3.875,0.6,31,Female,4,1,0,1,0
