UserID,CourseID,TransactionDate,Amount
U00486,C0049,2023-03-28,177.04
U00486,C0077,2024-03-24,147.06
U00486,C0179,2023-05-24,7.14
U00486,C0100,2023-01-26,143.95
U00486,C0028,2024-08-30,47.7
U00486,C0162,2024-02-03,12.6
U00487,C0079,2023-01-17,7.41
U00487,C0128,2023-02-27,67.54
U00487,C0137,2023-02-13,81.1
U00487,C0116,2023-08-05,161.42
U00488,C0118,2024-08-16,46.6
U00488,C0174,2023-03-15,7.38
U00488,C0138,2023-05-25,97.78
U00488,C0039,2023-01-20,94.24
U00489,C0012,2023-06-26,126.53
U00489,C0063,2023-11-11,164.15
U00489,C0180,2023-04-10,91.24
U00489,C0167,2023-06-24,167.07
U00489,C0034,2023-03-07,163.56
U00489,C0004,2023-04-19,22.84
U00490,C0158,2024-03-12,67.47
U00490,C0057,2024-11-25,80.4
U00490,C0017,2023-05-04,195.17
U00490,C0052,2024-08-12,109.18
U00491,C0055,2024-08-30,34.69
U00491,C0196,2023-03-06,24.15
U00491,C0012,2023-05-25,151.51
U00492,C0095,2023-06-18,87.73
U00492,C0142,2024-08-18,8.14
U00493,C0162,2024-01-21,155.53
U00493,C0157,2023-01-17,175.93
U00494,C0002,2023-04-02,141.35
U00494,C0046,2024-08-30,177.38
U00495,C0198,2023-05-10,41.23
U00495,C0122,2024-10-17,54.19
U00495,C0178,2024-04-06,82.41
U00496,C0157,2024-09-18,190.06
U00496,C0178,2024-10-04,165.3
U00496,C0010,2023-11-05,69.57
U00496,C0153,2023-01-05,111.54
U00496,C0047,2023-07-16,23.5
U00496,C0184,2024-06-26,195.36
U00496,C0128,2024-09-25,72.38
U00497,C0139,2024-10-03,131.87
U00497,C0130,2023-10-11,10.61
U00497,C0057,2023-04-26,159.32
U00497,C0119,2024-12-02,168.76
U00497,C0198,2024-04-30,99.5
U00498,C0012,2024-10-22,72.84
U00498,C0014,2023-08-03,86.93
U00499,C0195,2023-04-17,148.08
U00499,C0117,2024-07-04,35.18
U00499,C0012,2023-01-30,97.01
U00500,C0061,2024-03-31,118.54
U00500,C0185,2023-11-30,83.81
U00501,C0084,2023-08-31,147.55
U00501,C0059,2023-07-24,75.11
U00501,C0200,2023-08-14,14.71
U00501,C0029,2024-08-22,96.88
U00501,C0026,2024-03-22,28.99
U00502,C0117,2023-07-18,126.4
U00502,C0046,2023-10-04,40.44
U00502,C0100,2023-05-11,6.42
U00502,C0096,2024-08-05,11.93
U00502,C0035,2023-05-20,22.22
U00502,C0118,2024-04-21,91.72
U00503,C0088,2023-10-30,120.73
U00503,C0057,2024-10-15,190.55
U00504,C0148,2024-05-15,172.44
U00504,C0142,2023-08-10,118.32
U00504,C0059,2024-04-18,55.83
U00504,C0023,2024-03-14,147.24
U00504,C0106,2023-09-10,49.57
U00504,C0134,2024-03-20,115.89
U00505,C0152,2023-02-11,198.25
U00505,C0039,2024-05-31,6.72
U00505,C0147,2024-06-27,78.86
U00505,C0002,2024-12-14,164.26
U00505,C0107,2024-04-08,99.06
U00505,C0012,2023-03-27,111.7
U00506,C0188,2024-02-21,189.99
U00507,C0076,2024-10-25,199.79
U00507,C0062,2023-01-17,95.96
U00508,C0181,2024-08-20,4.88
U00508,C0118,2024-04-10,92.75
U00508,C0147,2023-05-22,174.84
U00509,C0095,2024-12-21,126.68
U00509,C0161,2024-10-04,14.14
U00509,C0119,2024-12-08,66.58
U00510,C0110,2023-10-04,139.61
U00511,C0148,2024-09-27,176.17
U00511,C0054,2023-02-26,102.95
U00511,C0176,2024-11-21,72.8
U00511,C0021,2023-02-22,22.19
U00512,C0159,2024-01-11,35.05
U00512,C0011,2024-07-26,140.97
U00512,C0094,2024-07-28,141.87
U00513,C0086,2023-04-27,129.81
U00513,C0062,2024-08-17,174.23
U00513,C0139,2024-12-20,41.96
U00514,C0058,2024-11-27,84.59
U00514,C0083,2023-02-25,12.67
U00514,C0091,2023-12-20,90.48
U00514,C0069,2024-05-28,105.34
U00514,C0129,2023-05-06,94.03
U00515,C0137,2024-01-12,159.98
U00515,C0075,2024-12-10,161.76
U00515,C0116,2023-03-09,37.67
U00515,C0159,2024-04-13,17.46
U00516,C0046,2023-04-22,32.95
U00516,C0074,2023-04-25,139.42
U00516,C0020,2024-05-23,30.1
U00517,C0161,2024-03-02,193.91
U00517,C0006,2024-07-08,186.34
U00517,C0076,2024-04-30,69.34
U00518,C0166,2023-07-13,12.59
U00518,C0006,2023-08-26,166.99
U00518,C0075,2024-06-16,128.93
U00519,C0088,2023-12-01,97.23
U00519,C0168,2024-11-12,139.37
U00519,C0166,2024-07-15,89.05
U00520,C0034,2023-09-24,45.36
U00520,C0079,2024-01-16,194.14
U00520,C0044,2023-02-18,29.67
U00521,C0043,2024-12-29,107.06
U00521,C0159,2023-07-06,194.64
U00521,C0042,2024-12-26,138.57
U00522,C0040,2023-02-12,198.75
U00522,C0042,2024-08-11,25.29
U00522,C0061,2023-09-24,73.93
U00522,C0030,2023-07-30,112.5
U00523,C0082,2023-12-19,29.59
U00524,C0042,2023-05-05,184.09
U00524,C0137,2024-02-19,186.21
U00524,C0078,2023-05-29,189.56
U00525,C0040,2024-10-24,141.09
U00525,C0002,2024-04-30,179.2
U00525,C0190,2024-08-10,133.38
U00525,C0140,2024-08-01,145.71
U00525,C0130,2024-03-28,67.74
U00525,C0085,2023-04-26,146.33
U00526,C0036,2024-02-16,123.5
U00526,C0174,2023-08-14,89.19
U00526,C0142,2023-04-05,65.27
U00526,C0030,2024-09-14,128.26
U00526,C0079,2024-08-20,105.29
U00526,C0007,2023-10-12,39.14
U00527,C0115,2024-11-18,191.52
U00527,C0174,2024-06-08,78.88
U00528,C0155,2024-01-05,79.51
U00528,C0131,2024-03-13,73.93
U00528,C0015,2024-01-17,2.44
U00528,C0171,2023-12-20,70.27
U00529,C0144,2023-06-17,161.13
U00529,C0023,2024-03-10,145.72
U00529,C0056,2024-02-29,27.91
U00529,C0187,2024-08-24,119.59
U00529,C0114,2023-05-28,41.56
U00529,C0190,2024-05-01,197.68
U00529,C0107,2024-06-21,197.33
U00529,C0074,2023-03-09,186.63
U00530,C0097,2024-10-16,182.88
U00530,C0023,2024-02-29,34.98
U00530,C0002,2024-04-18,142.05
U00530,C0105,2023-05-21,39.85
U00531,C0075,2024-08-22,60.78
U00531,C0142,2024-07-26,147.97
U00531,C0126,2023-08-18,5.37
U00531,C0011,2023-01-03,30.8
U00531,C0078,2023-11-04,191.21
U00532,C0121,2024-03-03,35.87
U00532,C0032,2024-12-05,128.96
U00532,C0168,2023-01-30,23.87
U00532,C0171,2023-10-11,98.61
U00532,C0074,2023-03-10,119.78
U00533,C0124,2023-09-22,125.6
U00533,C0145,2024-05-02,194.85
U00533,C0112,2023-05-03,74.64
U00534,C0005,2023-05-30,63.94
U00534,C0067,2024-12-10,27.1
U00534,C0042,2023-06-17,10.58
U00534,C0149,2024-01-05,83.9
U00534,C0015,2023-12-31,9.74
U00535,C0164,2023-07-18,153.29
U00535,C0020,2023-07-07,152.94
U00535,C0132,2024-09-05,150.53
U00536,C0081,2024-12-02,139.59
U00536,C0176,2024-01-07,19.17
U00536,C0078,2024-08-16,70.33
U00536,C0070,2023-05-28,2.58
U00537,C0096,2023-12-15,184.18
U00537,C0200,2023-06-16,20.48
U00537,C0125,2023-06-08,100.68
U00537,C0106,2023-07-12,159.02
U00538,C0177,2024-07-18,140.45
U00538,C0135,2023-04-27,83.47
U00538,C0137,2023-03-20,23.31
U00538,C0183,2023-05-15,184.68
U00539,C0080,2024-03-28,177.95
U00539,C0177,2024-09-03,104.62
U00539,C0093,2023-12-17,34.44
U00539,C0036,2023-11-08,5.75
U00540,C0057,2023-08-21,61.49
U00540,C0033,2023-08-03,26.04
U00540,C0178,2023-03-22,84.96
U00540,C0037,2023-04-25,15.55
U00540,C0177,2024-05-10,151.47
U00541,C0028,2023-02-03,158.61
U00542,C0016,2023-02-14,13.25
U00542,C0121,2024-11-14,2.05
U00542,C0031,2023-04-09,156.47
U00542,C0065,2024-09-08,41.08
U00543,C0048,2023-10-12,189.76
U00543,C0172,2023-12-23,70.44
U00543,C0090,2024-05-27,156.16
U00543,C0008,2024-09-19,48.36
U00543,C0024,2024-08-06,13.67
U00543,C0038,2024-08-15,152.65
U00544,C0184,2024-07-04,0.87
U00544,C0050,2023-04-12,184.85
U00544,C0073,2024-05-31,170.26
U00544,C0044,2024-05-01,73.29
U00545,C0113,2023-12-30,196.26
U00545,C0173,2024-03-10,42.85
U00545,C0028,2023-08-22,81.52
U00545,C0047,2023-11-18,24.72
U00546,C0035,2024-01-05,140.95
U00546,C0127,2024-07-24,144.43
U00547,C0127,2024-01-30,56.72
U00547,C0030,2024-09-06,147.23
U00548,C0114,2023-10-25,196.99
U00548,C0058,2024-03-14,37.76
U00548,C0142,2023-03-13,178.95
U00548,C0105,2024-05-02,187.82
U00549,C0004,2024-11-19,21.03
U00549,C0173,2024-03-24,104.53
U00549,C0126,2024-11-23,17.0
U00550,C0103,2024-08-27,195.51
U00550,C0178,2023-06-22,12.94
U00551,C0087,2024-05-26,55.7
U00551,C0052,2024-12-31,153.19
U00551,C0153,2024-08-30,54.59
U00551,C0104,2024-10-21,188.65
U00551,C0032,2023-12-31,95.17
U00551,C0060,2024-09-09,190.03
U00551,C0109,2024-05-11,102.28
U00551,C0186,2023-05-31,153.6
U00552,C0065,2024-05-24,46.16
U00552,C0126,2023-05-18,5.94
U00553,C0018,2024-01-27,120.92
U00553,C0128,2023-12-01,30.55
U00553,C0174,2024-09-28,124.65
U00553,C0007,2023-03-20,132.22
U00553,C0046,2024-06-16,153.51
U00554,C0052,2024-05-31,52.33
U00554,C0076,2023-12-18,161.9
U00554,C0170,2024-07-07,109.32
U00554,C0128,2023-02-02,198.14
U00554,C0126,2023-05-02,76.73
U00555,C0097,2023-02-06,6.57
U00555,C0114,2024-07-24,131.88
U00555,C0118,2023-11-07,176.94
U00556,C0111,2023-11-16,143.14
U00556,C0035,2024-05-14,152.8
U00557,C0126,2024-07-06,114.44
U00557,C0169,2024-05-02,112.45
U00557,C0142,2023-06-10,101.34
U00557,C0176,2024-02-05,52.68
U00558,C0097,2023-10-19,64.1
U00558,C0158,2023-01-29,118.09
U00558,C0174,2023-05-12,167.39
U00558,C0091,2023-12-24,161.91
U00559,C0196,2023-04-10,85.63
U00559,C0161,2024-01-01,82.39
U00559,C0088,2023-02-27,132.25
U00559,C0098,2023-09-11,46.92
U00560,C0022,2023-11-09,22.89
U00560,C0177,2023-06-23,3.94
U00560,C0017,2023-11-30,7.48
U00561,C0109,2023-10-01,4.08
U00561,C0146,2024-04-25,117.6
U00561,C0132,2023-11-21,75.55
U00561,C0108,2024-02-04,64.48
U00562,C0126,2024-12-08,135.02
U00562,C0026,2023-12-11,99.35
U00563,C0171,2024-01-08,193.89
U00563,C0087,2023-07-26,99.39
U00563,C0043,2023-03-19,168.08
U00563,C0158,2024-07-02,42.82
U00563,C0077,2023-09-29,9.51
U00564,C0103,2024-08-29,67.37
U00564,C0058,2023-03-10,113.29
U00564,C0160,2024-06-27,95.05
U00564,C0191,2023-08-03,69.46
U00564,C0024,2023-03-20,130.31
U00564,C0184,2023-11-06,100.93
U00564,C0149,2023-11-04,86.58
U00564,C0025,2024-07-06,62.67
U00565,C0065,2024-04-09,134.31
U00565,C0160,2024-07-14,36.12
U00565,C0132,2023-01-20,125.57
U00566,C0048,2024-11-07,192.42
U00566,C0148,2024-04-23,53.59
U00566,C0128,2024-10-15,106.54
U00566,C0055,2024-09-21,170.55
U00567,C0145,2024-01-09,92.5
U00567,C0187,2023-09-04,30.09
U00567,C0161,2024-12-02,153.11
U00567,C0016,2024-03-21,82.05
U00567,C0134,2023-03-07,126.79
U00567,C0052,2024-02-27,53.39
U00568,C0042,2024-09-07,47.23
U00568,C0066,2023-09-02,22.71
U00568,C0176,2023-07-16,5.54
U00569,C0080,2024-03-08,129.38
U00569,C0119,2023-02-07,40.4
U00569,C0125,2023-10-07,27.29
U00569,C0144,2023-09-22,157.93
U00569,C0112,2023-10-12,131.73
U00570,C0011,2024-05-12,156.45
U00570,C0185,2023-02-26,171.92
U00571,C0155,2023-03-07,180.11
U00571,C0077,2024-02-21,179.35
U00572,C0024,2023-08-30,22.39
U00572,C0102,2024-05-27,186.59
U00572,C0186,2024-06-18,132.84
U00572,C0036,2024-08-17,189.93
U00573,C0065,2023-11-17,65.86
U00573,C0128,2024-08-21,147.45
U00573,C0024,2023-08-30,187.1
U00573,C0061,2023-08-12,28.86
U00573,C0154,2023-06-29,42.82
U00573,C0032,2023-10-09,87.9
U00573,C0198,2023-09-18,172.58
U00574,C0137,2024-12-17,189.74
U00574,C0096,2023-11-21,109.15
U00575,C0064,2024-05-01,143.13
U00575,C0072,2023-11-12,4.21
U00575,C0038,2024-09-12,6.96
U00575,C0093,2024-11-09,159.79
U00576,C0172,2023-09-17,110.55
U00576,C0062,2023-11-13,127.79
U00577,C0176,2024-02-02,1.57
U00577,C0032,2024-02-07,185.5
U00577,C0137,2023-09-19,60.18
U00577,C0061,2023-08-30,59.48
U00577,C0114,2023-06-14,183.18
U00578,C0197,2023-10-08,173.29
U00578,C0165,2024-05-18,94.22
U00578,C0105,2024-02-27,185.3
U00578,C0009,2023-12-07,143.48
U00579,C0026,2023-12-27,84.17
U00579,C0042,2024-07-14,147.56
U00579,C0179,2024-04-09,139.04
U00579,C0067,2023-02-23,128.27
U00579,C0130,2023-07-08,126.03
U00579,C0017,2024-10-18,27.22
U00580,C0161,2024-08-12,16.45
U00580,C0079,2023-06-11,49.92
U00580,C0081,2024-12-31,193.93
U00581,C0196,2023-11-24,90.3
U00581,C0034,2023-05-17,52.14
U00581,C0153,2024-12-04,118.6
U00581,C0176,2023-12-02,159.91
U00581,C0106,2023-07-23,16.88
U00582,C0101,2023-08-18,4.15
U00582,C0097,2023-01-24,184.62
U00582,C0147,2024-10-24,122.4
U00583,C0023,2023-09-26,140.25
U00583,C0119,2023-06-22,9.96
U00583,C0051,2024-09-24,85.78
U00584,C0023,2024-08-03,23.47
U00584,C0095,2024-06-22,87.03
U00584,C0044,2024-04-09,165.45
U00585,C0058,2023-09-30,57.59
U00585,C0183,2024-05-21,76.41
U00585,C0053,2024-03-17,171.27
U00585,C0049,2024-09-06,43.11
U00586,C0187,2024-02-23,158.49
U00586,C0174,2023-01-30,58.04
U00586,C0049,2023-09-26,47.1
U00586,C0108,2024-04-06,181.47
U00586,C0047,2024-01-14,116.58
U00587,C0022,2023-11-28,194.88
U00587,C0003,2024-02-12,137.37
U00587,C0121,2024-12-31,76.7
U00587,C0035,2024-03-09,147.22
U00588,C0025,2023-02-23,66.57
U00588,C0143,2023-08-29,94.19
U00588,C0016,2023-12-29,199.35
U00589,C0154,2024-09-26,76.19
U00589,C0182,2024-02-09,134.25
U00589,C0192,2023-05-16,193.61
U00589,C0012,2024-07-26,8.22
U00589,C0002,2023-07-03,52.06
U00589,C0065,2024-05-30,98.57
U00589,C0130,2023-12-14,175.58
U00590,C0082,2024-06-27,86.59
U00590,C0182,2023-09-24,23.37
U00591,C0033,2024-05-26,174.34
U00592,C0192,2024-09-19,165.92
U00592,C0093,2023-09-28,103.39
U00592,C0111,2024-03-22,178.53
U00592,C0073,2023-11-20,147.37
U00592,C0068,2024-05-18,152.74
U00593,C0169,2024-03-26,10.64
U00593,C0163,2023-06-02,10.91
U00594,C0121,2023-06-17,141.19
U00594,C0067,2024-03-22,23.2
U00595,C0127,2024-05-11,91.55
U00595,C0011,2023-04-26,169.17
U00595,C0114,2023-06-01,24.73
U00595,C0092,2023-04-06,40.75
U00595,C0182,2023-10-18,36.13
U00595,C0144,2023-06-22,149.99
U00596,C0145,2024-06-22,153.37
U00596,C0170,2023-07-04,83.28
U00596,C0150,2023-03-20,49.23
U00596,C0055,2024-05-25,135.38
U00596,C0002,2023-12-03,5.19
U00597,C0175,2024-08-27,185.83
U00597,C0032,2023-04-19,167.4
U00597,C0101,2023-06-07,5.77
U00597,C0096,2024-04-16,166.14
U00598,C0117,2024-11-04,1.16
U00598,C0161,2023-02-14,131.23
U00598,C0069,2024-04-08,64.98
U00598,C0153,2024-08-05,25.86
U00599,C0165,2024-07-14,190.38
U00599,C0073,2024-01-26,18.51
U00599,C0083,2023-09-19,35.6
U00599,C0015,2024-02-13,17.84
U00599,C0191,2023-08-02,32.59
U00599,C0019,2024-02-17,56.99
U00600,C0168,2024-03-18,147.18
U00600,C0040,2023-11-14,180.75
U00600,C0031,2024-09-09,26.26
U00600,C0077,2024-11-12,19.22
U00600,C0126,2024-01-12,102.53
U00601,C0100,2024-09-06,84.61
U00601,C0122,2024-03-08,162.2
U00601,C0069,2024-09-20,37.27
U00601,C0145,2024-10-07,85.2
U00602,C0088,2024-04-19,135.29
U00603,C0183,2024-10-06,129.45
U00603,C0040,2023-03-27,58.14
U00603,C0127,2024-03-23,15.84
U00603,C0135,2024-05-04,60.08
U00604,C0176,2024-07-18,15.31
U00604,C0077,2023-02-16,102.68
U00604,C0064,2024-06-06,84.98
U00604,C0134,2023-04-07,92.93
U00604,C0110,2024-08-05,162.56
U00604,C0076,2023-12-30,50.97
U00604,C0146,2023-03-25,153.73
U00604,C0013,2023-01-17,22.79
U00605,C0046,2023-03-27,83.25
U00605,C0047,2024-12-22,59.53
U00605,C0101,2024-08-24,144.82
U00605,C0012,2024-11-17,89.99
U00606,C0088,2024-09-10,51.86
U00606,C0048,2024-11-20,21.27
U00606,C0055,2024-07-01,3.58
U00606,C0021,2024-02-09,23.34
U00606,C0192,2023-06-25,131.16
U00607,C0104,2024-05-13,60.56
U00607,C0169,2024-09-23,72.15
U00607,C0191,2024-11-20,192.63
U00607,C0155,2024-11-22,79.0
U00608,C0033,2023-07-15,22.38
U00608,C0035,2023-01-17,139.21
U00608,C0004,2023-07-12,171.8
U00609,C0167,2024-03-22,168.42
U00609,C0038,2024-07-05,38.18
U00609,C0062,2023-11-05,153.94
U00610,C0109,2023-04-30,33.22
U00610,C0006,2023-06-06,147.76
U00611,C0125,2024-04-05,117.05
U00611,C0121,2023-07-26,58.97
U00611,C0006,2024-02-06,10.18
U00612,C0162,2024-12-31,86.36
U00613,C0127,2024-09-02,146.22
U00613,C0189,2023-10-25,7.4
U00613,C0149,2024-02-14,97.22
U00614,C0157,2023-03-04,105.66
U00614,C0174,2024-03-08,115.28
U00614,C0125,2024-07-20,12.7
U00614,C0060,2024-10-25,83.43
U00615,C0127,2024-04-04,139.5
U00615,C0160,2023-01-22,32.27
U00615,C0166,2023-07-16,93.85
U00615,C0089,2024-03-24,46.42
U00616,C0176,2024-11-03,93.69
U00616,C0087,2023-10-28,144.6
U00616,C0155,2024-02-04,191.96
U00617,C0173,2023-06-15,124.37
U00617,C0168,2023-10-17,138.14
U00617,C0189,2023-03-30,133.41
U00617,C0093,2023-05-13,34.66
U00617,C0121,2023-06-10,121.15
U00618,C0107,2023-11-07,46.94
U00618,C0127,2024-07-24,9.41
U00619,C0067,2024-01-01,135.39
U00620,C0129,2023-03-07,67.55
U00620,C0009,2023-04-27,123.51
U00621,C0058,2023-09-22,198.73
U00621,C0125,2023-12-30,153.87
U00622,C0143,2024-09-10,133.9
U00622,C0069,2024-12-24,10.08
U00622,C0039,2024-03-24,159.8
U00622,C0177,2023-04-24,194.93
U00622,C0132,2024-09-17,121.93
U00623,C0027,2023-05-01,174.17
U00623,C0144,2024-01-06,31.41
U00623,C0011,2023-10-27,141.63
U00623,C0130,2024-06-02,99.68
U00623,C0043,2023-04-12,30.86
U00623,C0162,2024-01-08,66.92
U00624,C0052,2024-03-01,153.84
U00624,C0113,2023-01-07,49.06
U00625,C0088,2023-09-30,74.49
U00625,C0074,2024-02-29,72.13
U00625,C0130,2024-11-11,49.09
U00625,C0044,2024-06-26,84.34
U00625,C0022,2023-08-22,27.6
U00626,C0105,2024-11-29,72.35
U00626,C0118,2023-01-31,88.52
U00626,C0133,2023-01-11,143.53
U00627,C0018,2024-02-16,196.39
U00627,C0022,2023-06-18,86.81
U00627,C0087,2024-02-07,151.84
U00627,C0081,2024-11-07,184.5
U00628,C0148,2024-10-08,196.01
U00628,C0015,2024-11-07,175.16
U00629,C0108,2023-11-18,181.85
U00629,C0103,2023-01-09,165.4
U00629,C0175,2024-06-24,122.08
U00629,C0180,2023-05-31,140.06
U00629,C0142,2024-04-01,128.78
U00629,C0078,2024-07-11,124.87
U00629,C0185,2024-09-25,130.41
U00629,C0191,2024-12-15,69.05
U00630,C0167,2023-03-28,7.39
U00630,C0104,2023-12-09,78.0
U00630,C0199,2023-05-10,104.09
U00630,C0051,2024-07-07,56.79
U00630,C0078,2023-04-06,102.33
U00631,C0088,2023-06-13,4.68
U00631,C0194,2024-07-06,118.5
U00631,C0163,2023-09-05,166.45
U00632,C0109,2023-03-03,168.32
U00632,C0130,2023-09-23,125.4
U00632,C0029,2023-12-29,24.76
U00633,C0032,2023-01-06,90.63
U00633,C0115,2023-08-30,161.08
U00633,C0077,2024-08-18,113.12
U00633,C0147,2024-10-04,133.1
U00633,C0189,2024-09-01,46.77
U00634,C0171,2024-11-19,27.99
U00634,C0184,2024-01-22,103.93
U00634,C0147,2023-09-11,21.05
U00635,C0050,2023-04-11,29.31
U00635,C0200,2024-03-11,165.69
U00635,C0093,2023-03-25,18.45
U00635,C0117,2024-03-11,177.7
U00636,C0115,2024-06-22,80.55
U00636,C0020,2024-07-26,103.79
U00636,C0095,2024-02-09,174.4
U00636,C0174,2024-08-21,99.77
U00637,C0113,2024-03-02,164.76
U00637,C0177,2023-05-28,101.16
U00637,C0126,2024-05-11,142.23
U00638,C0181,2024-06-25,23.61
U00638,C0132,2023-08-06,91.09
U00639,C0041,2024-07-26,73.87
U00640,C0155,2023-02-11,104.56
U00640,C0105,2023-05-01,74.29
U00640,C0029,2024-01-19,60.65
U00640,C0031,2024-05-12,5.6
U00640,C0095,2023-05-27,28.43
U00640,C0147,2024-08-26,84.35
U00640,C0075,2023-11-09,177.81
U00641,C0190,2023-05-06,109.51
U00641,C0126,2023-03-11,174.09
U00641,C0001,2024-03-03,96.24
U00642,C0116,2024-05-01,166.89
U00642,C0087,2024-09-12,26.56
U00642,C0097,2023-05-22,100.95
U00643,C0116,2023-11-30,17.86
U00643,C0171,2024-10-01,132.9
U00643,C0115,2024-02-24,77.45
U00643,C0039,2024-02-09,67.8
U00644,C0172,2024-03-29,147.18
U00645,C0043,2024-10-07,159.23
U00645,C0182,2024-12-25,61.77
U00645,C0007,2024-10-22,24.76
U00645,C0147,2024-07-26,17.03
U00646,C0139,2024-05-02,100.53
U00646,C0148,2023-01-20,24.06
U00646,C0194,2024-06-28,35.95
U00646,C0014,2023-01-20,54.99
U00646,C0146,2023-07-30,49.06
U00646,C0134,2024-12-23,167.78
U00646,C0049,2024-08-16,88.85
U00647,C0156,2024-05-18,172.39
U00647,C0083,2023-01-24,67.99
U00647,C0103,2023-07-04,82.99
U00647,C0151,2024-06-24,63.48
U00647,C0012,2023-09-21,18.21
U00648,C0139,2023-06-07,61.36
U00648,C0044,2024-02-22,135.72
U00648,C0074,2023-03-02,122.9
U00648,C0037,2023-11-30,36.29
U00648,C0047,2024-12-31,11.7
U00648,C0066,2024-02-04,19.75
U00648,C0197,2023-05-26,82.56
U00648,C0023,2023-11-28,51.59
U00649,C0031,2023-08-31,98.6
U00649,C0014,2024-05-31,77.01
U00649,C0052,2023-04-28,53.86
U00649,C0062,2023-11-22,92.96
U00649,C0193,2024-02-21,13.09
U00649,C0153,2023-01-30,81.5
U00649,C0151,2023-08-28,182.75
U00650,C0142,2024-08-23,135.02
U00651,C0143,2023-11-08,113.65
U00651,C0167,2024-04-01,16.78
U00651,C0033,2024-10-13,100.09
U00652,C0037,2024-07-04,190.52
U00652,C0096,2024-07-22,90.35
U00652,C0139,2023-01-02,162.53
U00652,C0044,2024-09-27,57.85
U00652,C0063,2023-06-21,0.11
U00653,C0124,2024-10-09,42.55
U00653,C0070,2024-06-06,56.26
U00653,C0154,2023-06-15,147.84
U00653,C0065,2024-07-30,13.99
U00653,C0175,2023-04-02,79.06
U00653,C0098,2023-05-06,166.1
U00653,C0090,2024-07-23,199.76
U00654,C0054,2024-10-12,52.27
U00654,C0157,2024-12-25,90.54
U00654,C0130,2023-09-09,132.46
U00654,C0082,2023-11-26,68.33
U00654,C0175,2024-04-15,191.8
U00654,C0088,2023-12-03,3.17
U00655,C0166,2023-01-05,180.29
U00655,C0001,2024-11-19,34.71
U00655,C0156,2024-07-23,179.05
U00655,C0122,2024-12-21,97.8
U00656,C0021,2024-07-05,6.19
U00656,C0167,2024-11-18,89.04
U00656,C0020,2023-05-07,70.6
U00657,C0154,2024-12-14,196.76
U00657,C0092,2023-05-08,92.54
U00657,C0100,2023-07-17,88.92
U00657,C0046,2023-08-15,148.63
U00657,C0197,2023-10-15,136.11
U00658,C0050,2023-08-15,46.85
U00658,C0024,2024-05-20,193.46
U00658,C0158,2023-02-07,56.15
U00658,C0161,2024-12-21,141.39
U00658,C0078,2023-08-03,1.43
U00659,C0164,2024-07-19,38.75
U00659,C0102,2024-08-02,134.44
U00659,C0029,2024-09-09,113.03
U00659,C0072,2023-03-08,117.63
U00659,C0146,2023-03-08,25.49
U00659,C0129,2024-08-06,171.1
U00659,C0127,2024-06-19,145.78
U00659,C0044,2023-10-08,38.37
U00660,C0178,2023-09-16,136.14
U00660,C0174,2024-04-09,0.39
U00660,C0137,2024-03-13,128.19
U00660,C0158,2024-10-27,10.37
U00661,C0111,2024-05-22,72.29
U00661,C0105,2023-02-14,176.76
U00661,C0071,2023-08-18,9.39
U00661,C0032,2024-03-06,106.48
U00661,C0175,2023-11-20,1.03
U00661,C0133,2023-07-19,66.94
U00661,C0120,2024-08-08,161.53
U00662,C0058,2023-11-15,12.57
U00662,C0177,2024-10-02,19.35
U00662,C0109,2024-05-06,86.39
U00662,C0020,2023-01-25,118.51
U00662,C0064,2024-10-03,187.01
U00662,C0051,2023-09-14,49.43
U00662,C0043,2024-04-29,47.67
U00662,C0085,2023-12-15,166.5
U00663,C0134,2024-09-26,87.71
U00663,C0061,2023-04-08,125.07
U00663,C0019,2024-08-15,24.97
U00663,C0199,2023-03-04,183.34
U00663,C0154,2024-01-22,62.66
U00664,C0017,2023-11-05,122.15
U00664,C0033,2024-03-18,13.16
U00664,C0016,2024-11-24,11.16
U00664,C0114,2023-02-23,58.98
U00664,C0015,2024-01-26,80.34
U00665,C0106,2024-09-30,2.12
U00665,C0060,2024-01-29,92.84
U00665,C0154,2024-03-14,175.99
U00665,C0169,2024-09-26,20.26
U00666,C0173,2023-12-03,117.56
U00666,C0007,2023-04-21,20.54
U00666,C0117,2024-09-01,142.66
U00666,C0133,2024-08-30,157.88
U00667,C0147,2024-10-14,101.78
U00667,C0033,2023-12-30,84.2
U00668,C0114,2023-03-03,25.54
U00668,C0048,2024-08-21,87.17
U00668,C0063,2024-10-29,150.87
U00668,C0036,2023-11-15,116.73
U00668,C0012,2024-07-08,155.1
U00669,C0080,2023-12-18,58.21
U00669,C0155,2023-01-09,103.54
U00670,C0038,2024-07-26,171.74
U00670,C0015,2024-03-08,68.76
U00670,C0061,2023-07-25,128.11
U00670,C0130,2023-07-26,157.05
U00671,C0171,2024-12-09,196.38
U00671,C0122,2024-09-06,138.48
U00671,C0178,2024-08-15,113.22
U00672,C0077,2023-06-16,20.97
U00672,C0108,2023-02-13,99.19
U00672,C0085,2023-01-04,127.75
U00673,C0120,2024-05-07,146.92
U00673,C0160,2023-12-06,161.45
U00673,C0055,2024-01-20,41.06
U00673,C0062,2023-07-08,165.22
U00674,C0003,2023-03-17,71.58
U00675,C0037,2024-10-08,117.14
U00675,C0075,2024-01-04,8.78
U00675,C0113,2023-01-31,39.82
